OrderID,CustomerID,OrderDate,Amount,Status,ShippingMethod
2982,810,2020-11-19,422.75,Cancelled,Standard
2983,6474,2023-02-20,396.94,Shipped,Overnight
2984,7484,2022-11-22,108.13,Shipped,Express
2985,4416,2021-10-16,334.46,Delivered,Standard
2986,6619,2020-05-24,455.19,Shipped,Express
2987,8706,2022-02-12,229.09,Cancelled,Standard
2988,8526,2020-11-05,463.89,Cancelled,Standard
2989,4820,2020-05-23,30.54,Cancelled,Overnight
2990,8,2022-07-30,267.8,Delivered,Express
2991,5816,2021-10-25,143.01,Cancelled,Express
2992,8133,2022-06-11,145.84,Pending,Overnight
2993,5415,2021-05-31,441.22,Shipped,Standard
2994,9491,2020-07-13,169.52,Pending,Overnight
2995,2947,2022-03-28,31.2,Shipped,Express
2996,5737,2023-04-07,279.05,Delivered,Standard
2997,1845,2021-12-29,486.01,Cancelled,Express
2998,3612,2023-04-21,57.97,Shipped,Standard
2999,7560,2023-02-10,157.42,Shipped,Standard
3000,8185,2023-07-23,245.36,Cancelled,Overnight
3001,5687,2021-04-20,418.63,Delivered,Express
3002,3066,2023-04-16,149.07,Pending,Overnight
3003,9295,2023-08-07,184.97,Delivered,Overnight
3004,680,2021-03-09,204.56,Cancelled,Overnight
3005,7191,2021-02-20,202.22,Pending,Express
3006,5348,2021-12-11,116.17,Cancelled,Express
3007,4048,2020-05-17,459.52,Pending,Standard
3008,10,2022-03-19,400.6,Shipped,Standard
3009,6464,2023-04-06,488.31,Cancelled,Standard
3010,5322,2020-05-13,198.08,Cancelled,Standard
3011,4217,2023-03-30,41.74,Shipped,Overnight
3012,8866,2022-02-22,75.44,Cancelled,Standard
3013,7735,2022-03-02,191.59,Pending,Express
3014,7507,2022-01-03,457.31,Cancelled,Standard
3015,1457,2021-01-11,490.92,Delivered,Express
3016,44,2023-09-15,414.56,Pending,Overnight
3017,7327,2021-01-29,134.44,Cancelled,Overnight
3018,7777,2023-04-10,336.66,Shipped,Express
3019,4571,2021-04-14,306.37,Delivered,Overnight
3020,2572,2022-02-09,415.16,Delivered,Express
3021,9608,2023-12-16,264.68,Shipped,Express
3022,8201,2023-07-03,172.7,Delivered,Express
3023,5633,2023-02-17,29.25,Delivered,Overnight
3024,1863,2020-01-19,401.61,Pending,Standard
3025,1234,2022-03-18,274.52,Cancelled,Overnight
3026,3126,2020-09-03,276.41,Pending,Overnight
3027,4712,2023-05-13,479.39,Shipped,Overnight
3028,2458,2023-12-14,253.39,Pending,Overnight
3029,8202,2022-12-26,171.58,Delivered,Overnight
3030,6700,2020-12-07,183.12,Shipped,Standard
3031,8460,2020-12-10,25.64,Cancelled,Standard
3032,7158,2022-07-12,78.73,Shipped,Express
3033,2715,2021-01-21,41.03,Shipped,Standard
3034,4547,2020-12-07,136.76,Delivered,Overnight
3035,7365,2020-04-17,51.03,Pending,Express
3036,7220,2021-11-07,178.94,Delivered,Overnight
3037,7637,2021-09-24,80.54,Delivered,Express
3038,9584,2022-09-24,460.6,Pending,Overnight
3039,7542,2023-11-26,470.42,Pending,Express
3040,9275,2021-08-18,309.66,Delivered,Express
3041,8486,2023-08-18,406.63,Cancelled,Standard
3042,2836,2023-02-04,345.06,Pending,Express
3043,8014,2021-08-07,409.33,Cancelled,Standard
3044,7956,2021-04-21,327.11,Delivered,Standard
3045,4206,2020-12-02,226.49,Pending,Standard
3046,2155,2020-11-08,439.4,Delivered,Express
3047,5109,2023-03-23,230.27,Pending,Standard
3048,3924,2021-08-31,210.18,Shipped,Standard
3049,6085,2023-10-04,319.7,Pending,Express
3050,7263,2022-02-28,470.21,Delivered,Express
3051,3869,2021-08-16,232.26,Pending,Overnight
3052,3791,2020-10-26,295.97,Pending,Overnight
3053,9037,2021-11-22,256.32,Delivered,Express
3054,9900,2021-12-28,456.67,Pending,Standard
3055,2008,2020-08-23,344.84,Shipped,Express
3056,1274,2022-08-22,221.4,Cancelled,Express
3057,6874,2022-06-15,311.31,Cancelled,Overnight
3058,6853,2020-07-29,94.91,Shipped,Overnight
3059,9405,2020-10-12,184.13,Shipped,Express
3060,7812,2021-02-26,373.37,Cancelled,Standard
3061,2265,2021-05-08,289.95,Shipped,Express
3062,1611,2022-10-14,170.85,Pending,Express
3063,9611,2023-12-13,193.9,Cancelled,Overnight
3064,1787,2022-04-16,408.7,Cancelled,Standard
3065,4400,2022-02-05,279.62,Cancelled,Overnight
3066,3483,2020-12-10,134.6,Shipped,Standard
3067,6547,2021-06-06,162.47,Pending,Express
3068,8572,2022-03-29,244.58,Cancelled,Express
3069,6596,2020-11-14,386.16,Shipped,Standard
3070,694,2023-09-27,498.77,Cancelled,Standard
3071,9640,2023-11-03,109.17,Shipped,Express
3072,7026,2022-10-13,382.37,Delivered,Standard
3073,1756,2021-11-25,316.27,Pending,Express
3074,7034,2021-08-12,274.97,Cancelled,Standard
3075,7694,2021-09-26,483.9,Pending,Overnight
3076,848,2020-07-26,174.92,Cancelled,Standard
3077,4062,2020-07-04,104.95,Pending,Overnight
3078,1196,2022-09-03,441.25,Delivered,Overnight
3079,9705,2020-01-17,52.97,Pending,Overnight
3080,5479,2023-08-06,412.22,Delivered,Overnight
3081,6333,2020-09-10,302.83,Cancelled,Overnight
3082,8155,2022-08-28,98.72,Pending,Overnight
3083,5649,2021-09-02,129.13,Shipped,Overnight
3084,3321,2021-03-21,94.8,Cancelled,Standard
3085,2458,2022-09-22,364.8,Delivered,Standard
3086,3451,2023-03-16,90.71,Delivered,Overnight
3087,8419,2022-06-02,347.06,Delivered,Overnight
3088,1808,2023-02-11,81.51,Cancelled,Overnight
3089,419,2023-01-25,405.09,Cancelled,Standard
3090,3156,2023-11-06,461.36,Pending,Standard
3091,9111,2023-10-31,288.47,Shipped,Express
3092,7365,2022-09-09,483.77,Delivered,Express
3093,3819,2021-05-20,207.38,Delivered,Express
3094,2632,2023-09-07,137.41,Pending,Standard
3095,3675,2020-11-23,105.1,Pending,Standard
3096,9538,2020-12-14,249.9,Shipped,Standard
3097,4631,2023-04-08,82.76,Delivered,Standard
3098,6869,2020-11-02,440.38,Cancelled,Overnight
3099,5514,2020-07-17,396.69,Cancelled,Express
3100,1830,2023-04-15,289.82,Cancelled,Express
3101,9856,2023-02-21,366.3,Delivered,Express
3102,8277,2023-03-26,44.0,Cancelled,Overnight
3103,3813,2021-08-29,117.69,Delivered,Overnight
3104,887,2023-08-02,318.18,Cancelled,Express
3105,7595,2021-09-02,249.19,Delivered,Overnight
3106,2798,2022-07-09,310.22,Delivered,Standard
3107,4148,2020-08-22,62.71,Cancelled,Overnight
3108,2132,2023-08-10,333.16,Cancelled,Express
3109,2760,2022-02-23,405.74,Shipped,Express
3110,8933,2022-04-21,282.21,Delivered,Overnight
3111,2877,2022-11-07,191.56,Pending,Standard
3112,9904,2022-08-16,103.83,Delivered,Standard
3113,56,2023-04-12,147.37,Cancelled,Express
3114,3363,2023-11-27,270.82,Delivered,Express
3115,8999,2021-01-15,142.65,Delivered,Overnight
3116,3057,2023-02-17,393.41,Delivered,Standard
3117,4751,2022-02-06,83.24,Delivered,Overnight
3118,9199,2020-04-05,267.88,Shipped,Express
3119,5004,2020-01-31,258.06,Pending,Overnight
3120,7906,2020-04-06,86.67,Shipped,Express
3121,4104,2021-12-05,497.59,Pending,Express
3122,6268,2022-12-05,415.1,Pending,Overnight
3123,1782,2020-08-23,205.54,Pending,Overnight
3124,990,2020-12-02,348.76,Cancelled,Express
3125,7553,2021-11-04,363.96,Delivered,Standard
3126,5200,2020-10-11,332.55,Shipped,Standard
3127,3370,2020-05-13,227.59,Pending,Express
3128,378,2022-02-07,444.85,Cancelled,Overnight
3129,2378,2021-11-25,390.34,Pending,Express
3130,6046,2021-06-22,280.17,Cancelled,Standard
3131,282,2020-09-16,21.23,Cancelled,Express
3132,2920,2021-05-17,127.22,Delivered,Express
3133,6985,2021-08-14,264.24,Delivered,Express
3134,3595,2023-04-18,451.49,Shipped,Standard
3135,1839,2022-06-14,321.74,Pending,Standard
3136,6571,2023-07-14,220.57,Pending,Overnight
3137,8407,2022-10-18,43.0,Pending,Overnight
3138,4731,2020-03-24,306.69,Cancelled,Standard
3139,2121,2021-02-13,188.36,Shipped,Standard
3140,2871,2023-03-25,277.94,Delivered,Express
3141,786,2020-11-23,387.89,Delivered,Overnight
3142,7774,2020-12-11,405.8,Shipped,Overnight
3143,938,2022-07-11,434.85,Delivered,Express
3144,9882,2020-04-06,325.3,Pending,Overnight
3145,9449,2021-09-28,454.7,Cancelled,Standard
3146,3113,2020-07-01,351.5,Pending,Standard
3147,6433,2023-09-12,396.28,Shipped,Standard
3148,6699,2022-03-24,349.03,Delivered,Standard
3149,7438,2022-06-14,438.49,Shipped,Express
3150,4535,2021-10-22,126.99,Shipped,Overnight
3151,9530,2022-08-02,384.75,Delivered,Express
3152,5630,2022-03-12,76.24,Shipped,Express
3153,6172,2021-01-12,64.16,Pending,Standard
3154,8462,2023-01-15,255.98,Shipped,Express
3155,1491,2021-11-10,164.11,Cancelled,Express
3156,6042,2023-03-04,290.41,Pending,Express
3157,9873,2020-03-30,345.31,Pending,Standard
3158,4770,2021-05-02,128.75,Shipped,Express
3159,6390,2022-03-30,355.96,Pending,Standard
3160,8602,2022-05-12,497.82,Shipped,Standard
3161,6642,2022-01-12,384.78,Cancelled,Overnight
3162,9634,2023-01-17,103.42,Shipped,Express
3163,7156,2023-08-09,324.17,Delivered,Standard
3164,8984,2021-03-21,24.55,Shipped,Overnight
3165,5343,2023-11-23,245.46,Pending,Overnight
3166,360,2023-11-19,275.99,Shipped,Overnight
3167,4678,2022-05-13,486.74,Shipped,Standard
3168,5140,2022-11-06,373.86,Delivered,Standard
3169,8615,2023-06-19,358.86,Delivered,Express
3170,8313,2021-11-16,275.55,Pending,Standard
3171,2221,2022-10-24,266.32,Cancelled,Express
3172,4130,2020-10-07,496.2,Cancelled,Standard
3173,8263,2022-08-26,30.21,Pending,Overnight
3174,3693,2021-06-16,165.54,Pending,Standard
3175,4631,2023-06-15,84.22,Pending,Express
3176,8206,2021-08-27,171.19,Cancelled,Express
3177,5426,2021-04-22,242.54,Cancelled,Overnight
3178,3901,2020-03-29,184.13,Cancelled,Overnight
3179,8463,2023-02-10,482.1,Delivered,Overnight
3180,5893,2021-09-01,346.68,Shipped,Express
3181,5614,2020-05-21,369.46,Delivered,Standard
3182,9776,2021-10-23,376.3,Delivered,Standard
3183,523,2021-07-13,451.63,Delivered,Express
3184,2818,2020-02-20,388.65,Shipped,Express
3185,4951,2020-07-26,27.78,Cancelled,Express
3186,2840,2021-06-06,145.47,Shipped,Express
3187,7890,2023-07-17,494.77,Delivered,Standard
3188,7492,2023-07-10,333.02,Shipped,Overnight
3189,8015,2021-12-09,52.7,Cancelled,Standard
3190,7692,2023-04-24,243.99,Delivered,Express
3191,443,2022-03-18,490.8,Delivered,Overnight
3192,6395,2023-05-29,496.56,Pending,Standard
3193,8003,2020-03-21,227.57,Cancelled,Express
3194,9414,2021-02-12,448.67,Delivered,Express
3195,895,2022-08-31,304.16,Delivered,Express
3196,2254,2022-06-09,264.53,Cancelled,Standard
3197,2011,2021-11-12,217.73,Delivered,Standard
3198,6858,2020-03-26,448.22,Pending,Standard
3199,4994,2020-04-13,318.14,Shipped,Express
3200,4636,2023-07-31,180.22,Pending,Standard
3201,7809,2021-04-04,256.13,Shipped,Overnight
3202,6998,2022-01-09,233.16,Pending,Overnight
3203,9238,2021-04-05,236.55,Shipped,Express
3204,4834,2023-02-18,169.57,Pending,Overnight
3205,2935,2023-10-07,323.82,Delivered,Express
3206,8663,2021-03-15,45.07,Shipped,Standard
3207,372,2021-07-22,445.36,Cancelled,Express
3208,6999,2023-04-27,219.39,Cancelled,Express
3209,1404,2022-05-18,404.41,Pending,Standard
3210,4603,2021-07-03,370.16,Pending,Express
3211,3947,2020-08-16,246.49,Pending,Express
3212,4674,2023-11-10,115.38,Shipped,Overnight
3213,1008,2023-02-28,289.86,Delivered,Express
3214,668,2020-06-19,475.07,Cancelled,Overnight
3215,1447,2023-09-15,109.17,Pending,Express
3216,3967,2020-02-04,142.89,Shipped,Standard
3217,4369,2023-05-09,496.64,Shipped,Standard
3218,5318,2023-04-06,448.43,Cancelled,Overnight
3219,7247,2023-06-23,283.78,Cancelled,Express
3220,3030,2023-06-01,353.48,Delivered,Express
3221,8233,2020-12-06,232.67,Cancelled,Express
3222,5893,2021-07-23,213.96,Delivered,Overnight
3223,7191,2021-06-20,232.73,Delivered,Overnight
3224,4805,2021-06-27,218.92,Shipped,Overnight
3225,6380,2023-03-19,344.27,Shipped,Overnight
3226,8318,2020-12-21,178.62,Delivered,Overnight
3227,778,2022-01-14,101.97,Pending,Overnight
3228,9028,2022-10-16,359.15,Delivered,Standard
3229,9071,2021-06-16,35.02,Cancelled,Standard
3230,4490,2021-01-07,365.0,Delivered,Express
3231,6271,2023-12-06,146.36,Delivered,Express
3232,7282,2023-06-29,111.32,Delivered,Overnight
3233,9029,2022-10-12,201.9,Pending,Standard
3234,8717,2020-01-14,76.4,Pending,Overnight
3235,9444,2020-08-02,204.56,Delivered,Standard
3236,7689,2021-06-19,69.11,Cancelled,Standard
3237,4242,2022-11-09,252.07,Shipped,Standard
3238,7331,2022-07-16,104.56,Cancelled,Standard
3239,8927,2021-03-11,82.4,Shipped,Overnight
3240,6872,2023-09-06,297.97,Cancelled,Overnight
3241,169,2022-09-17,320.12,Pending,Overnight
3242,9341,2022-12-11,22.65,Cancelled,Standard
3243,8492,2020-12-22,206.09,Delivered,Express
3244,5034,2021-12-19,57.42,Shipped,Overnight
3245,522,2022-05-21,374.55,Cancelled,Overnight
3246,8810,2021-08-29,347.13,Cancelled,Express
3247,9910,2023-10-03,43.87,Cancelled,Overnight
3248,8494,2022-02-16,471.8,Pending,Overnight
3249,8845,2020-11-21,480.78,Pending,Standard
3250,3302,2021-06-10,180.64,Cancelled,Express
3251,4160,2021-11-17,82.69,Pending,Express
3252,2280,2020-08-06,74.88,Cancelled,Express
3253,9815,2021-06-05,423.55,Pending,Overnight
3254,1682,2021-02-08,240.4,Cancelled,Express
3255,92,2022-11-08,24.56,Delivered,Standard
3256,3707,2021-08-02,464.17,Pending,Express
3257,961,2022-02-28,304.51,Cancelled,Express
3258,4160,2020-10-20,351.39,Shipped,Standard
3259,844,2020-01-15,415.31,Delivered,Overnight
3260,219,2020-11-21,412.92,Pending,Standard
3261,8896,2022-08-28,56.39,Cancelled,Standard
3262,6029,2020-06-06,295.52,Shipped,Express
3263,247,2023-02-01,354.2,Shipped,Express
3264,5110,2022-06-18,61.1,Shipped,Express
3265,8249,2022-03-16,126.75,Delivered,Express
3266,6125,2023-07-29,209.99,Delivered,Standard
3267,6326,2020-05-26,445.53,Shipped,Overnight
3268,6308,2021-05-28,428.3,Delivered,Overnight
3269,1913,2022-12-27,395.41,Cancelled,Express
3270,4222,2021-05-18,495.33,Pending,Express
3271,7375,2022-12-28,136.48,Pending,Express
3272,267,2021-02-16,244.55,Pending,Overnight
3273,3483,2022-12-23,234.43,Delivered,Standard
3274,9873,2021-08-14,345.89,Cancelled,Standard
3275,1532,2022-02-04,428.07,Cancelled,Overnight
3276,4565,2020-08-24,256.01,Delivered,Standard
3277,4229,2021-01-30,255.94,Delivered,Overnight
3278,7156,2023-03-08,311.99,Cancelled,Standard
3279,9212,2023-09-01,376.39,Cancelled,Standard
3280,318,2023-12-17,116.62,Shipped,Express
3281,9793,2020-05-11,481.69,Pending,Overnight
3282,711,2020-08-13,64.19,Shipped,Overnight
3283,8643,2020-04-27,31.09,Cancelled,Express
3284,1744,2021-09-29,192.22,Shipped,Express
3285,1324,2020-12-04,356.69,Pending,Overnight
3286,2681,2021-02-22,489.48,Delivered,Overnight
3287,4238,2023-12-29,467.73,Shipped,Express
3288,3052,2023-04-17,350.47,Shipped,Overnight
3289,4665,2021-04-06,229.54,Delivered,Express
3290,2705,2021-11-06,305.98,Delivered,Overnight
3291,5676,2021-12-18,484.96,Pending,Express
3292,6788,2023-02-01,147.44,Cancelled,Overnight
3293,2641,2020-04-23,249.57,Shipped,Overnight
3294,7377,2023-07-18,352.59,Pending,Standard
3295,8139,2021-07-16,24.94,Shipped,Overnight
3296,5363,2020-11-01,203.01,Pending,Express
3297,695,2021-09-14,292.6,Pending,Standard
3298,4254,2020-02-24,452.44,Delivered,Express
3299,8532,2021-06-07,496.16,Cancelled,Express
3300,1769,2021-03-09,287.04,Shipped,Express
3301,8284,2020-07-08,473.4,Cancelled,Express
3302,172,2021-01-23,67.65,Pending,Overnight
3303,2750,2021-10-28,356.61,Delivered,Express
3304,3103,2023-09-20,212.27,Cancelled,Standard
3305,621,2020-12-11,380.47,Delivered,Standard
3306,5215,2020-09-21,436.51,Delivered,Express
3307,9181,2022-05-21,45.79,Shipped,Overnight
3308,77,2023-02-01,469.03,Pending,Standard
3309,2199,2020-05-20,52.71,Shipped,Overnight
3310,4238,2022-01-18,381.63,Shipped,Standard
3311,8423,2021-07-09,53.15,Cancelled,Express
3312,6028,2020-08-26,433.61,Delivered,Standard
3313,5856,2023-12-24,118.39,Shipped,Express
3314,2545,2023-01-26,228.35,Shipped,Overnight
3315,2858,2022-04-15,467.66,Pending,Standard
3316,1554,2022-08-27,400.19,Cancelled,Standard
3317,6275,2021-07-18,397.17,Cancelled,Express
3318,3741,2021-09-12,386.4,Delivered,Overnight
3319,9154,2020-09-13,293.33,Delivered,Express
3320,1628,2022-10-31,476.69,Cancelled,Express
3321,1075,2020-06-26,419.19,Cancelled,Overnight
3322,3205,2023-11-17,231.34,Pending,Express
3323,1029,2023-08-10,376.43,Shipped,Express
3324,648,2022-09-09,499.09,Pending,Overnight
3325,5304,2021-01-31,438.08,Pending,Standard
3326,3163,2023-11-13,20.59,Cancelled,Overnight
3327,903,2021-06-20,374.19,Cancelled,Overnight
3328,4068,2021-09-29,450.98,Shipped,Overnight
3329,9696,2020-09-22,177.32,Delivered,Express
3330,5077,2023-03-02,489.2,Cancelled,Overnight
3331,2898,2023-07-25,212.62,Pending,Express
3332,9538,2022-09-11,222.16,Shipped,Overnight
3333,5563,2023-01-29,97.22,Delivered,Overnight
3334,8174,2021-02-07,66.37,Pending,Express
3335,8682,2023-07-31,277.57,Pending,Express
3336,5253,2023-07-24,309.33,Delivered,Standard
3337,7852,2020-05-18,196.11,Pending,Standard
3338,8618,2023-05-29,311.17,Pending,Express
3339,7229,2020-03-09,209.44,Shipped,Standard
3340,5682,2022-03-15,436.73,Pending,Express
3341,5596,2020-06-25,477.84,Pending,Standard
3342,7391,2023-10-28,304.9,Shipped,Standard
3343,3992,2021-06-28,424.29,Shipped,Express
3344,9600,2020-10-27,429.8,Delivered,Overnight
3345,6463,2023-06-05,362.61,Delivered,Express
3346,6369,2023-10-27,112.16,Delivered,Standard
3347,8615,2022-10-11,94.37,Shipped,Standard
3348,9407,2021-10-07,461.35,Pending,Express
3349,3943,2021-02-02,147.23,Pending,Standard
3350,1801,2023-03-12,138.24,Pending,Express
3351,2378,2022-01-26,99.74,Pending,Standard
3352,7324,2023-03-06,273.18,Shipped,Standard
3353,2104,2021-07-26,344.96,Cancelled,Overnight
3354,1272,2020-02-25,344.56,Delivered,Express
3355,5021,2021-01-16,145.31,Cancelled,Overnight
3356,435,2021-04-15,65.5,Delivered,Overnight
3357,3599,2023-05-16,168.9,Delivered,Standard
3358,3772,2021-09-26,261.65,Shipped,Express
3359,8727,2022-01-12,313.97,Delivered,Standard
3360,8573,2020-02-04,149.89,Shipped,Express
3361,2151,2023-07-13,107.92,Cancelled,Overnight
3362,4125,2022-09-02,423.96,Pending,Standard
3363,5603,2020-01-21,431.8,Cancelled,Standard
3364,5168,2023-03-09,154.38,Cancelled,Overnight
3365,5487,2020-09-21,288.85,Shipped,Overnight
3366,4050,2023-11-24,231.12,Shipped,Express
3367,547,2021-04-01,88.14,Delivered,Standard
3368,4423,2023-02-17,471.48,Pending,Overnight
3369,9944,2022-08-07,24.7,Cancelled,Express
3370,4825,2021-01-17,110.04,Cancelled,Express
3371,3116,2021-06-18,185.87,Shipped,Overnight
3372,219,2022-11-28,431.1,Shipped,Standard
3373,126,2022-09-10,398.55,Shipped,Overnight
3374,9521,2022-11-11,298.34,Cancelled,Overnight
3375,9416,2020-02-16,353.61,Shipped,Express
3376,4181,2022-01-15,183.64,Delivered,Express
3377,5161,2021-06-22,471.46,Delivered,Express
3378,2771,2023-11-08,32.86,Delivered,Overnight
3379,9767,2022-12-07,68.45,Pending,Express
3380,1943,2021-11-09,464.27,Delivered,Overnight
3381,4458,2022-09-10,473.62,Shipped,Overnight
3382,1255,2023-01-09,255.47,Shipped,Express
3383,988,2020-02-14,296.7,Cancelled,Overnight
3384,7238,2020-10-01,453.22,Pending,Express
3385,8112,2022-09-11,429.65,Pending,Overnight
3386,7956,2023-08-27,433.74,Shipped,Overnight
3387,5354,2020-08-19,198.46,Cancelled,Express
3388,9510,2020-03-26,418.66,Delivered,Overnight
3389,1372,2023-02-02,53.27,Delivered,Overnight
3390,361,2020-06-25,253.74,Cancelled,Express
3391,8105,2021-09-29,133.96,Cancelled,Standard
3392,8550,2023-04-27,37.18,Shipped,Express
3393,7785,2022-12-19,316.26,Pending,Standard
3394,8089,2023-05-28,56.57,Cancelled,Overnight
3395,7730,2021-08-10,77.68,Shipped,Standard
3396,2784,2021-08-25,59.24,Pending,Express
3397,64,2023-02-13,488.02,Delivered,Overnight
3398,2229,2023-04-05,38.83,Cancelled,Standard
3399,3850,2021-09-29,149.48,Delivered,Express
3400,6333,2023-06-10,332.96,Shipped,Standard
3401,3939,2020-04-23,415.22,Delivered,Express
3402,1516,2022-09-25,311.94,Shipped,Overnight
3403,8772,2021-09-03,488.72,Shipped,Express
3404,6314,2020-05-30,182.1,Pending,Standard
3405,7787,2021-08-06,246.56,Shipped,Overnight
3406,2159,2022-09-14,414.22,Shipped,Overnight
3407,2126,2021-01-04,347.21,Delivered,Express
3408,6397,2023-10-04,122.75,Pending,Overnight
3409,2284,2022-09-01,259.36,Pending,Standard
3410,6237,2023-04-05,488.46,Pending,Overnight
3411,7810,2020-03-12,434.25,Delivered,Express
3412,3106,2022-05-09,112.07,Pending,Express
3413,3553,2020-12-18,106.3,Delivered,Overnight
3414,3476,2022-10-31,417.63,Pending,Standard
3415,1839,2022-03-20,115.47,Shipped,Overnight
3416,8414,2022-01-10,237.34,Cancelled,Overnight
3417,8054,2021-09-29,106.76,Pending,Express
3418,896,2020-06-01,27.04,Delivered,Overnight
3419,5610,2023-03-31,440.19,Cancelled,Standard
3420,5914,2021-01-20,393.92,Delivered,Standard
3421,3412,2021-11-21,245.88,Shipped,Standard
3422,3009,2023-03-13,96.6,Shipped,Standard
3423,9177,2020-05-18,407.08,Delivered,Standard
3424,9825,2020-07-24,192.5,Cancelled,Overnight
3425,3671,2020-04-05,337.74,Cancelled,Standard
3426,2891,2021-12-26,172.01,Pending,Standard
3427,6286,2023-10-11,227.5,Shipped,Overnight
3428,1409,2020-11-13,277.03,Cancelled,Overnight
3429,3873,2021-05-26,385.77,Shipped,Standard
3430,4678,2020-01-19,419.39,Cancelled,Standard
3431,9528,2023-12-07,232.9,Cancelled,Express
3432,7447,2021-02-10,131.86,Pending,Standard
3433,6490,2022-08-26,93.75,Delivered,Standard
3434,3459,2023-11-26,183.56,Shipped,Express
3435,4398,2022-05-12,404.86,Shipped,Overnight
3436,5884,2020-04-10,151.51,Delivered,Overnight
3437,8089,2021-08-15,42.81,Pending,Overnight
3438,7407,2021-11-25,290.85,Pending,Standard
3439,3601,2020-01-18,36.13,Shipped,Express
3440,7072,2023-03-24,444.76,Delivered,Express
3441,5469,2020-05-08,345.47,Pending,Standard
3442,5008,2022-09-18,143.29,Delivered,Standard
3443,9568,2023-08-31,245.16,Cancelled,Standard
3444,6298,2020-12-31,374.82,Shipped,Standard
3445,9726,2021-04-06,459.53,Pending,Overnight
3446,4691,2023-03-30,439.74,Cancelled,Express
3447,5687,2022-07-23,53.38,Delivered,Express
3448,3497,2023-10-31,58.95,Delivered,Express
3449,3473,2020-11-27,306.91,Shipped,Overnight
3450,7227,2021-11-15,258.32,Cancelled,Overnight
3451,9358,2022-06-29,160.61,Pending,Express
3452,4562,2020-01-20,488.56,Shipped,Overnight
3453,7615,2021-06-29,378.21,Cancelled,Overnight
3454,2359,2021-07-25,349.91,Shipped,Express
3455,8251,2021-04-06,107.04,Cancelled,Standard
3456,7258,2023-03-27,156.29,Pending,Express
3457,6214,2023-10-19,310.41,Delivered,Standard
3458,8377,2022-06-27,401.89,Delivered,Overnight
3459,7606,2021-08-27,466.91,Delivered,Standard
3460,2620,2020-11-18,354.91,Pending,Standard
3461,9873,2020-03-29,220.95,Cancelled,Standard
3462,578,2020-06-21,351.72,Shipped,Standard
3463,5244,2020-02-09,53.2,Delivered,Overnight
3464,8263,2022-07-22,308.04,Delivered,Express
3465,556,2020-07-21,449.42,Pending,Express
3466,852,2020-08-30,325.73,Pending,Standard
3467,9411,2020-03-28,23.62,Cancelled,Express
3468,3641,2021-11-04,353.37,Cancelled,Express
3469,1913,2021-06-15,368.69,Cancelled,Express
3470,2731,2021-10-21,279.79,Shipped,Express
3471,5420,2021-12-13,411.72,Cancelled,Overnight
3472,2366,2023-03-20,117.1,Cancelled,Express
3473,7539,2023-01-28,216.31,Shipped,Standard
3474,267,2020-09-03,407.64,Delivered,Express
3475,3917,2021-09-16,309.77,Delivered,Overnight
3476,7329,2021-12-31,497.3,Pending,Express
3477,9593,2022-09-11,53.25,Shipped,Standard
3478,2327,2021-05-10,137.27,Cancelled,Overnight
3479,2802,2023-08-05,115.58,Delivered,Express
3480,5553,2021-02-18,488.67,Pending,Standard
3481,2035,2022-08-27,437.25,Shipped,Standard
3482,7454,2021-09-06,83.9,Shipped,Standard
3483,985,2020-03-19,189.83,Shipped,Express
3484,4100,2023-11-09,45.25,Cancelled,Overnight
3485,6464,2021-06-11,323.63,Cancelled,Express
3486,1076,2023-09-26,178.97,Cancelled,Overnight
3487,1024,2022-12-18,143.63,Pending,Overnight
3488,3898,2021-12-06,271.1,Shipped,Standard
3489,6971,2021-09-28,401.86,Pending,Standard
3490,8472,2022-06-17,213.88,Pending,Standard
3491,1112,2022-06-29,383.58,Pending,Express
3492,9376,2021-06-27,234.14,Cancelled,Overnight
3493,5081,2022-10-12,122.97,Shipped,Standard
3494,7982,2021-11-20,234.18,Delivered,Express
3495,2076,2020-08-06,278.27,Cancelled,Overnight
3496,3943,2023-01-28,241.56,Cancelled,Overnight
3497,272,2022-09-21,151.68,Delivered,Express
3498,9316,2020-04-12,108.85,Pending,Overnight
3499,9420,2022-06-02,474.54,Pending,Express
3500,190,2021-09-21,162.79,Cancelled,Standard
3501,8738,2022-01-24,358.58,Cancelled,Overnight
3502,4015,2023-02-16,183.53,Cancelled,Express
3503,8143,2020-01-07,485.43,Delivered,Standard
3504,4944,2021-01-22,494.37,Cancelled,Standard
3505,4867,2022-04-07,416.05,Cancelled,Standard
3506,769,2023-07-28,299.11,Shipped,Overnight
3507,5167,2020-02-11,280.19,Delivered,Standard
3508,9203,2020-04-05,177.9,Delivered,Standard
3509,7590,2020-09-02,78.57,Shipped,Standard
3510,4799,2023-06-01,57.95,Pending,Express
3511,465,2020-04-23,243.41,Delivered,Overnight
3512,2601,2021-06-27,489.82,Cancelled,Standard
3513,917,2020-11-25,138.5,Cancelled,Overnight
3514,9645,2023-03-22,217.26,Pending,Standard
3515,6127,2023-05-25,327.88,Shipped,Express
3516,7152,2020-09-28,188.51,Shipped,Standard
3517,66,2023-11-24,21.74,Shipped,Overnight
3518,9918,2023-10-05,210.18,Cancelled,Standard
3519,9692,2023-12-16,406.23,Shipped,Overnight
3520,1905,2020-09-17,473.1,Shipped,Overnight
